name,sinta_id,dept,sinta_score,sinta_3yr_score,affil_score,affil_3yr_score,scopus_h_index,gs_h_index,wos_h_index,scopus_i10_index,gs_i10_index,wos_i10_index,scopus_g_index,gs_g_index,wos_g_index,scopus_article,scopus_citation,scopus_cited_document,gs_article,gs_citation,gs_cited_document,wos_article,wos_citation,wos_cited_document
ANWAR SANUSI,6740373,Unknown,61,42,0,0,0,4,0,0,2,0,0,1,1,0,0,0,27,60,17,1,0,0
SUCI SUNDUSIAH,6679899,S2 - Pendidikan Bahasa Indonesia Bagi Penutur Asing,104,50,0,0,1,4,,0,2,,1,1,,2,1,1,33,45,10,0,0,0
NADIA TIARA ANTIK SARI,6689078,S1 - PGSD Kampus Purwakarta,54,38,0,0,0,2,,0,1,,0,1,,0,0,0,15,19,6,0,0,0
GHOITSA ROHMAH NURAZIZAH,5989817,Unknown,181,49,0,0,1,4,,0,0,,1,1,,6,1,1,28,39,13,0,0,0
YATI RUHAYATI,6653699,S1 - Ilmu Keolahragaan,179,49,0,0,1,5,0,0,2,0,1,1,0,3,3,1,35,56,12,0,0,0
DADAN MULYANA,6681778,S1 - Pendidikan Kepelatihan Olahraga,183,42,0,0,0,0,,0,0,,0,1,,0,0,0,0,0,0,0,0,0
RINA NURHUDI RAMDHANI,6697084,S1 - Bimbingan Dan Konseling,70,49,0,0,0,3,,0,2,,1,1,,1,0,0,9,35,4,0,0,0
ANDI SUNTODA SITUMORANG,6140789,S1 - PGSD Pendidikan Jasmani,132,40,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0
DWI IMAN MUTHAQIN,6077679,S1 - Pendidikan Pancasila Dan Kewarganegaraan,122,41,0,0,1,3,0,0,1,0,1,1,1,3,1,1,25,25,7,2,0,0
PUTRASULUNG BAGINDA,6004765,S1 - Pendidikan Bahasa Jerman,53,41,0,0,0,2,0,0,0,0,0,2,0,0,0,0,7,8,5,0,0,0
NONO SUPRIATNA,5995836,S1 - Akuntansi,195,40,0,0,0,4,,0,2,,0,5,,0,0,0,11,129,5,0,0,0
MOHAMAD HELMI ISMAIL,6006814,S1 - PGPAUD Kampus Cibiru,112,40,0,0,0,3,,0,1,,0,1,,0,0,0,33,36,11,0,0,0
IMAM TRI SUTRISNO,6711574,D3 - Keperawatan,44,40,0,0,0,1,,0,0,,0,2,,0,0,0,5,3,1,0,0,0
PUJI RAHAYU,5993194,S1 - PGSD Kampus Purwakarta,84,41,0,0,0,0,,0,0,,0,4,,0,0,0,0,0,0,0,0,0
HANIFA ZULHAIMI,259601,S1 - Akuntansi,94,41,0,0,0,5,,0,4,,0,1,,0,0,0,16,140,10,0,0,0
RETNO AYU HARDIYANTI,6780170,S1 - Pendidikan IPS,46,43,0,0,1,1,,0,0,,2,3,,3,2,1,4,7,2,0,0,0
RAFIKA ROSYDA,6727416,Profesi - Profesi Ners Kampus Sumedang,46,43,0,0,0,0,,0,0,,0,3,,0,0,0,0,0,0,0,0,0
ALFIRA SOFIA,259602,S2 - Manajemen,177,40,0,0,1,4,1,0,2,0,1,2,1,3,9,2,33,73,18,2,5,1
HERNAWAN,5987458,S1 - Pendidikan Bahasa Sunda,138,43,0,0,0,3,,0,0,,0,1,,0,0,0,42,20,8,0,0,0
ESYA ANESTY MASHUDI,5993230,S1 - PGPAUD Kampus Serang,110,41,0,0,0,4,,0,2,,0,1,,0,0,0,31,57,12,0,0,0
YUYUS SUHERMAN,6000590,S2 - Pedagogik,95,43,0,0,1,4,,0,3,,2,1,,2,3,1,36,72,9,0,0,0
APRILIA EKI SAPUTRI,5995614,S1 - Pendidikan Guru Sekolah Dasar,58,43,0,0,0,4,,0,0,,0,3,,0,0,0,9,32,7,0,0,0
PURNA HINDAYANI,6745708,S1 - Pendidikan Pariwisata,101,43,0,0,1,3,,0,1,,1,1,,4,10,2,18,39,7,0,0,0
TONI HERYANA,5995980,S1 - Akuntansi,214,43,0,0,1,4,0,0,1,0,1,1,1,1,2,1,26,57,12,1,0,0
BUDI KUDWADI,5995921,S1 - Teknik Sipil,77,45,0,0,0,3,,0,0,,1,1,,3,0,0,15,21,3,0,0,0
NANI IMANIYATI,5994561,S2 - Manajemen Perkantoran,190,45,0,0,0,6,0,0,5,0,0,1,0,0,0,0,22,209,14,0,0,0
RIDWAN PURNAMA,5994356,S3 - Manajemen,244,45,0,0,0,6,,0,4,,0,1,,0,0,0,40,214,23,0,0,0
NANI M SUGANDHI,5994979,S2 - Bimbingan Dan Konseling,97,45,0,0,1,5,,0,4,,2,1,,3,2,1,14,940,7,0,0,0
DADANG DAHLAN,5993404,S3 - Pendidikan Ekonomi,203,46,0,0,1,3,1,0,2,0,2,1,0,2,2,1,26,49,7,1,1,1
ISHAK ARIAWAN,6745750,S1 - Sistem Informasi Kelautan,66,46,0,0,1,1,0,0,0,0,1,1,0,2,3,1,9,4,1,0,0,0
AGUS MUHARAM,5995848,S2 - Pendidikan Dasar,86,46,0,0,0,0,,0,0,,1,0,,3,0,0,0,0,0,0,0,0
NENDEN SUNDARI,6043460,S1 - PGPAUD Kampus Serang,95,44,0,0,1,3,0,0,2,0,0,1,0,1,2,1,34,61,10,0,0,0
JAJAT DARAJAT KUSUMAH N.,5994923,"S1 - Pendidikan Jasmani, Kesehatan Dan Rekreasi",169,44,0,0,1,4,1,0,3,0,2,2,0,2,3,2,42,72,13,1,1,1
ELAN ELAN,6736627,S1 - PGPAUD Kampus Tasikmalaya,143,45,0,0,1,6,,0,3,,0,1,,1,6,1,64,147,31,0,0,0
FULLY RAKHMAYANTI,6745729,S1 - PGSD Kampus Cibiru,59,45,0,0,1,2,0,0,0,0,0,1,0,1,1,1,8,7,3,0,0,0
MAMAN ABDURAHMAN,257947,S2 - Pendidikan Bahasa Arab,184,45,0,0,0,5,,0,2,,0,1,,0,0,0,48,66,18,0,0,0
TARUNASENA,5992788,S1 - Pendidikan Sejarah,253,44,0,0,0,3,0,0,2,0,1,2,0,4,0,0,41,72,12,0,0,0
HERI RIDWAN,6139697,S1 - Keperawatan Kampus Sumedang,56,45,0,0,0,2,0,0,0,0,1,1,0,2,0,0,8,13,2,0,0,0
PURNAWAN,5976918,S1 - Pendidikan Teknik Mesin,225,52,0,0,1,5,,0,3,,1,1,,3,2,1,43,137,22,0,0,0
KURJONO,5994659,S2 - Pendidikan Ekonomi,106,43,0,0,0,3,,0,0,,0,1,,0,0,0,36,35,12,0,0,0
TIN RUSTINI,6006348,Unknown,216,52,0,0,0,5,,0,4,,0,1,,0,0,0,82,120,24,0,0,0
TOTO RUHIMAT,5995979,S3 - Pengembangan Kurikulum,51,45,0,0,0,0,,0,0,,0,5,,0,0,0,0,0,0,0,0,0
MOCHAMAD IQBAL ARDIMANSYAH,6658552,S1 - Rekayasa Perangkat Lunak,108,53,0,0,1,3,0,0,0,0,1,1,1,4,1,1,12,16,6,1,0,0
HERNIWATI,6005824,S2 - Pendidikan Bahasa Jepang,952,53,0,0,0,3,0,0,0,0,0,1,0,0,0,0,90,34,22,0,0,0
HERBERT SIREGAR,5991008,S1 - Ilmu Komputer,282,53,0,0,2,6,0,0,2,0,1,1,1,6,9,3,20,80,12,1,0,0
DELITA SEPTIA ROSDIANA,6726328,S1 - Gizi,82,53,0,0,0,1,0,0,1,0,1,1,0,2,0,0,5,15,1,0,0,0
TRI KARYONO,5994642,S3 - Pendidikan Seni,236,50,0,0,0,5,,0,3,,0,1,,0,0,0,70,192,12,0,0,0
JOHAR PERMANA,5991886,S3 - Administrasi Pendidikan,249,53,0,0,1,11,,0,11,,0,1,,1,1,1,85,1425,53,0,0,0
ADI PREHANTO,6745739,S1 - Bisnis Digital,50,50,0,0,0,2,,0,2,,0,1,,0,0,0,8,33,3,0,0,0
R IRAWAN SURASETJA,5995585,S1 - Arsitektur,144,53,0,0,1,2,0,0,1,0,1,1,0,2,1,1,17,52,7,0,0,0
KATIAH,5979412,S1 - Pendidikan Tata Busana,108,50,0,0,0,1,,0,0,,0,1,,0,0,0,37,2,2,0,0,0
SURDINIATY UGELTA,5995254,S1 - Ilmu Keolahragaan,135,50,0,0,1,5,,0,2,,1,1,,4,2,1,27,83,11,0,0,0
MUHAMAD IQBAL,5978331,S1 - Pendidikan IPS,178,45,0,0,0,1,0,0,0,0,1,1,0,2,0,0,49,2,2,0,0,0
DEWI DOLIFAH,6128765,D3 - Keperawatan Kampus Sumedang,51,51,0,0,1,1,,1,1,,1,1,,2,10,1,6,28,2,0,0,0
AAN SUKANDAR,5983988,D3 - Teknik Mesin,66,51,0,0,0,2,,0,0,,1,2,,3,0,0,15,8,4,0,0,0
ERNIE DIYAHKUSUMANING AYU IMPERIANI,5978093,S1 - Bahasa dan Sastra Inggris,144,51,0,0,1,5,,0,4,,1,2,,3,1,1,29,87,14,0,0,0
OYON HAKI PRANATA,6128525,S1 - PGSD Kampus Tasikmalaya,115,52,0,0,0,6,,0,3,,0,0,,0,0,0,68,163,0,0,0,0
ENCEP SUPRIATNA,5998557,S2 - Pendidikan Sejarah,118,54,0,0,2,5,0,0,3,0,0,1,0,2,12,2,73,117,19,0,0,0
AYO SUNARYO,5994222,S2 - Pendidikan Seni,74,54,0,0,0,4,,0,1,,0,1,,0,0,0,21,35,9,0,0,0
MOMOD ABDUL SOMAD,5991838,S3 - Pendidikan Umum dan Karakter,81,54,0,0,0,4,,0,1,,0,1,,0,0,0,18,43,9,0,0,0
AHMAD MULYADIPRANA,6000290,S1 - PGSD Kampus Tasikmalaya,128,54,0,0,0,5,,0,1,,1,1,,2,0,0,70,66,19,0,0,0
DADANG,6005751,S3 - Pendidikan Bahasa Indonesia,459,54,0,0,1,9,,0,8,,0,1,,1,3,1,118,463,78,0,0,0
ASEP NURYADIN,6745757,S1 - Bisnis Digital,68,54,0,0,0,2,,0,0,,0,1,,0,0,0,10,6,4,0,0,0
AHMAD JAFAR SHIDIQ,6746559,Unknown,191,45,0,0,0,8,,0,6,,0,1,,0,0,0,81,857,27,0,0,0
RISWANDA SETIADI,5990173,S2 - Pendidikan Bahasa Perancis,228,54,0,0,2,6,,0,4,,4,1,,4,11,4,24,142,18,0,0,0
NON DWISHIERA CAHYA ANASTA,6722417,S1 - Pendidikan Guru Sekolah Dasar,36,32,0,0,0,1,,0,0,,0,1,,0,0,0,8,2,2,0,0,0
DEDY SURYADI,5993912,S1 - Pendidikan Teknik Bangunan,104,33,0,0,1,4,0,0,0,0,1,1,1,2,3,1,13,31,7,1,0,0
NETTI SISKA NURHAYATI,5994146,S1 - Manajemen,62,33,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0,0
VELAYETI NURFITRIANA ANSAS,6100520,S1 - Pendidikan Bahasa Korea,35,32,0,0,0,2,,0,0,,1,1,,1,0,0,12,6,3,0,0,0
MARLINA,6003759,S1 - Pendidikan Tata Busana,55,30,0,0,0,1,,0,0,,1,1,,1,0,0,18,1,1,0,0,0
FIRMANSYAH,5995005,S1 - Ilmu Ekonomi dan Keuangan Islam,65,27,0,0,0,3,0,0,0,0,0,1,1,0,0,0,18,23,9,1,0,0
LIRA FESSIA DAMAIANTI,6683931,Unknown,35,29,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
NENI SRI WULANDARI,5994678,S1 - Ilmu Ekonomi dan Keuangan Islam,51,28,0,0,0,2,0,0,0,0,0,1,1,0,0,0,24,17,9,1,0,0
R NADIA HANOUM,5996024,S1 - Teknologi Pendidikan,68,26,0,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
MUTAUFIQ,5994138,Unknown,89,26,0,0,2,0,,0,0,,3,0,,4,7,4,0,0,0,0,0,0
RENI NURYANI,6130790,Profesi - Profesi Ners Kampus Sumedang,48,24,0,0,1,4,,0,2,,1,1,,2,6,1,12,47,5,0,0,0
YAYAT,5994024,S1 - Pendidikan Teknik Mesin,103,24,0,0,1,3,,0,1,,2,2,,2,1,1,17,25,9,0,0,0
LENI YULIYANTI,5995730,S1 - Pendidikan Akuntansi,69,26,0,0,0,5,,0,1,,0,1,,0,0,0,13,120,8,0,0,0
SALMAN,6749997,"S1 - Pendidikan Jasmani, Kesehatan Dan Rekreasi",102,25,0,0,0,0,,0,0,,0,1,,0,0,0,2,0,0,0,0,0
JUPRI,6681759,S1 - Pendidikan Geografi,73,25,0,0,0,3,0,0,0,0,1,1,0,1,0,0,56,32,13,0,0,0
JAYANTI MEGASARI,6745831,S1 - Pendidikan Bahasa Korea,42,25,0,0,0,0,,0,0,,0,1,,0,0,0,8,0,0,0,0,0
BAGJA WALUYA,5979043,S1 - Pendidikan Geografi,237,25,0,0,1,8,,0,7,,0,1,,1,1,1,59,697,35,0,0,0
TEGUH IBRAHIM,5994738,Unknown,81,28,0,0,0,5,,0,2,,0,1,,0,0,0,20,72,10,0,0,0
ANNISA RAHMADANI,6745774,S1 - Pendidikan Bahasa Inggris,25,25,0,0,1,1,,0,1,,0,0,,1,4,1,2,19,1,0,0,0
BUDHI TRISTYANTO,6659492,S1 - PGPAUD Kampus Serang,80,25,0,0,0,2,,0,1,,0,3,,0,0,0,13,160,5,0,0,0
WINTI ANANTHIA,5994974,S1 - PGSD Kampus Cibiru,144,25,0,0,0,3,0,0,1,0,0,1,1,0,0,0,58,46,18,0,0,0
WIKU LARUTAMA,6745846,S1 - Teknik Logistik,53,26,0,0,1,2,0,0,0,0,1,2,0,2,4,1,4,9,3,0,0,0
HARRY SULASTIANTO,6682881,Unknown,412,26,0,0,0,5,,0,3,,0,1,,0,0,0,76,126,18,0,0,0
UNDANG SUDANA,6005105,S1 - Bahasa dan Sastra Indonesia,171,26,0,0,0,1,0,0,0,0,0,1,0,0,0,0,19,3,2,0,0,0
JONI RAHMAT PRAMUDIA,5994915,Unknown,151,26,0,0,0,6,,0,4,,1,1,,1,0,0,87,120,20,0,0,0
MUHAMMAD HANDI GUNAWAN,6007311,S1 - Pendidikan Bahasa Inggris,77,25,0,0,1,1,0,1,0,0,2,1,0,3,19,3,8,2,2,0,0,0
BAMBANG ABDULJABAR,6690150,"S1 - Pendidikan Jasmani, Kesehatan Dan Rekreasi",157,26,0,0,1,9,0,0,7,0,0,1,0,1,1,1,30,252,18,0,0,0
SUCIATI,5993193,S1 - Pendidikan Tata Busana,134,26,0,0,1,1,,0,0,,1,2,,4,1,1,19,5,3,0,0,0
NISRINA NURUL INSANI,6709512,S1 - Pendidikan Pancasila Dan Kewarganegaraan,43,26,0,0,0,1,0,0,1,0,0,1,0,0,0,0,14,12,3,0,0,0
DWI ALIA,6681261,S1 - PGSD Kampus Tasikmalaya,52,26,0,0,0,1,0,0,0,0,1,1,0,1,0,0,12,6,3,0,0,0
RENARIAH,5992168,S1 - Pendidikan Bahasa Korea,82,26,0,0,0,2,,0,0,,0,1,,0,0,0,11,10,4,0,0,0
AINI LOITA,5982430,S1 - PGPAUD Kampus Tasikmalaya,52,26,0,0,0,3,0,0,1,0,0,1,0,0,0,0,11,31,5,0,0,0
ENDANG DEDY,5996300,S1 - Matematika,78,26,0,0,0,5,,0,3,,1,1,,2,0,0,9,70,7,0,0,0
ASEP SAEFUDIN,5977546,S1 - Pendidikan Guru Sekolah Dasar,32,26,0,0,0,2,,0,0,,0,4,,0,0,0,3,12,3,0,0,0
SULTHAN HADIST ISMAIEDH CUKARSO,6735954,Unknown,27,27,0,0,1,2,,1,1,,0,0,,1,11,1,2,24,2,0,0,0
ENCEP SUDIRJO,6144884,S1 - PGSD Penjas Kampus Sumedang,109,27,0,0,0,6,,0,5,,0,9,,0,0,0,33,211,17,0,0,0
HANA SUSANTI,6653579,Unknown,64,27,0,0,2,3,,0,0,,0,3,,2,4,2,11,25,8,0,0,0
DEDE TATANG SUNARYA,6745784,S1 - PGSD Kampus Sumedang,134,27,0,0,1,8,,0,7,,1,1,,2,3,1,77,161,29,0,0,0
RATNA FITRIA,6145184,S1 - Manajemen Industri Katering,31,25,0,0,0,2,0,0,0,0,0,1,0,0,0,0,12,8,4,0,0,0
ARIYANO,6124946,S1 - Pendidikan Teknik Mesin,103,25,0,0,1,3,,0,0,,0,1,,1,3,1,20,31,11,0,0,0
NENENG SUTJIATI,6121745,S1 - Pendidikan Bahasa Jepang,113,25,0,0,0,3,0,0,0,0,0,1,0,0,0,0,21,20,9,0,0,0
WILDAN ALFIA NUGROHO,6745719,S1 - PGSD Pendidikan Jasmani,70,52,0,0,0,2,0,0,0,0,0,1,0,0,0,0,13,19,7,0,0,0
LUKMANNUL HAQIM LUBAY,6188717,S1 - PGSD Pendidikan Jasmani,37,25,0,0,0,2,0,0,0,0,1,1,0,1,0,0,17,7,5,0,0,0
AHMAD SUGIANTO,6748089,Unknown,30,25,0,0,0,4,,0,1,,0,2,,0,0,0,16,49,12,0,0,0
DEWI KARYATI,5995041,S1 - Pendidikan Seni Tari,53,25,0,0,1,2,,0,0,,0,1,,1,1,1,11,10,6,0,0,0
PEPEN PERMANA ,5977678,S1 - Pendidikan Bahasa Jerman,133,25,0,0,0,5,0,0,3,0,0,1,0,0,0,0,27,67,11,0,0,0
ARIEF BUDIMAN,5992927,S1 - Kewirausahaan Kampus Tasikmalaya,63,25,0,0,0,2,,0,0,,0,1,,0,0,0,30,16,8,0,0,0
CECE KUSTIAWAN,6674760,S1 - Matematika,64,25,0,0,0,3,0,0,1,0,1,1,0,1,0,0,11,22,5,0,0,0
ASEP KURNIA JAYADINATA,5993780,S1 - PGSD Kampus Sumedang,345,34,0,0,0,11,0,0,12,0,1,1,0,2,0,0,84,601,34,0,0,0
AI NURHAYATI,5994450,S1 - Pendidikan Tata Boga,144,28,0,0,0,5,0,0,2,0,0,1,1,0,0,0,48,99,25,1,0,0
YOGI PRASETYO,6745790,S1 - Bisnis Digital,61,35,0,0,0,0,,0,0,,0,1,,0,0,0,5,0,0,0,0,0
AHDIYATUL FAUZA,6745727,S1 - Gizi,43,35,0,0,1,2,0,0,0,0,0,5,0,1,6,1,5,11,2,0,0,0
AYI BUDI SANTOSA,5992658,S1 - Pendidikan Sejarah,84,25,0,0,0,4,,0,1,,0,1,,0,0,0,35,61,16,0,0,0
AYANG ARMELITA ROSALIA,6721849,S1 - Sistem Informasi Kelautan,38,35,0,0,0,2,,0,0,,0,1,,0,0,0,14,9,5,0,0,0
IRWAN SARBENI,6720860,S1 - Film dan Televisi,43,35,0,0,0,2,0,0,1,0,1,1,0,1,0,0,13,19,3,0,0,0
SUSILAWATI,6000496,S1 - PGSD Kampus Serang,113,35,0,0,1,2,0,1,1,0,0,1,0,1,35,1,23,20,4,0,0,0
TOTOK DOYO PAMUNGKAS,6693471,S1 - Pendidikan Geografi,30,27,0,0,0,1,,0,0,,0,2,,0,0,0,6,2,2,0,0,0
ARIM NASIM,6009264,S2 - Magister Ilmu Akuntansi,161,35,0,0,0,4,,0,3,,1,1,,0,0,0,23,159,13,0,0,0
ANWAR SANUSI,6740451,Unknown,43,35,0,0,0,4,,0,2,,0,1,,0,0,0,25,48,13,0,0,0
"DR. WINA NURHAYATI PRAJA, S.PD.,M.PD.",6690391,S1 - Ilmu Komunikasi,40,35,0,0,0,2,,0,0,,0,1,,0,0,0,12,6,4,0,0,0
MEMEN KUSTIAWAN,259600,S2 - Magister Ilmu Akuntansi,100,28,0,0,0,5,,0,0,,1,1,,1,0,0,32,48,13,0,0,0
LELI YULIFAR,5993694,S2 - Pendidikan Sejarah,74,28,0,0,0,3,0,0,0,0,1,1,0,1,0,0,46,27,13,0,0,0
FRAHMA SEKARNINGSIH,5993485,S1 - Pendidikan Seni Tari,165,34,0,0,1,4,,0,2,,0,1,,1,1,1,11,46,6,0,0,0
PEPI NURONIAH,6697085,S1 - PGPAUD Kampus Serang,56,29,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,4,2,0,0,0
HERLINA,5995734,S1 - Psikologi,75,28,0,0,0,3,,0,1,,0,1,,0,0,0,30,27,12,0,0,0
ILMA INDRIASRI PRATIWI,6682020,S1 - Pendidikan Pariwisata,40,29,0,0,0,1,,0,1,,0,1,,0,0,0,21,37,5,0,0,0
GITA SISWHARA,5978179,S1 - Manajemen Pemasaran Pariwisata,59,27,0,0,0,2,,0,0,,0,1,,0,0,0,23,20,10,0,0,0
HARRY TJAHJODININGRAT,6778322,S1 - Film dan Televisi,71,27,0,0,0,2,0,0,0,0,0,1,0,0,0,0,7,5,2,0,0,0
TATANG SYARIPUDIN,5996282,S1 - Pendidikan Guru Sekolah Dasar,232,27,0,0,0,11,,0,12,,0,2,,0,0,0,70,475,33,0,0,0
BTARI MARISKA PURWAAMIJAYA,6681170,S1 - Bisnis Digital,32,28,0,0,0,1,,0,0,,1,2,,1,0,0,16,2,2,0,0,0
TEDI PERMADI,5981800,S2 - Pendidikan Bahasa Indonesia,117,29,0,0,0,5,,0,2,,0,1,,0,0,0,55,92,23,0,0,0
SYAHNUR RAHMAN,6684075,S1 - Psikologi,96,28,0,0,1,2,0,1,1,0,0,1,0,1,29,1,28,40,9,0,0,0
ENDAH FITRIYANI,6681704,S1 - Pendidikan Pariwisata,57,28,0,0,0,2,,0,2,,1,1,,1,0,0,21,50,5,0,0,0
ANI HENDRIANI,5994782,S1 - Pendidikan Guru Sekolah Dasar,115,28,0,0,0,5,,0,3,,0,1,,0,0,0,64,93,23,0,0,0
FITRI ROSDIANA,6681777,S1 - Kepelatihan Fisik Olahraga,46,30,0,0,0,2,0,0,0,0,1,2,0,2,0,0,8,6,4,0,0,0
WIDJOJOKO,6746146,S1 - PGSD Kampus Serang,36,28,0,0,0,0,,0,0,,0,1,,0,0,0,3,0,0,0,0,0
AHMAD FAUZI,6122861,S1 - Sistem Telekomunikasi,51,28,0,0,0,3,,0,0,,0,1,,0,0,0,11,21,5,0,0,0
FINITA DEWI,5993121,S1 - PGPAUD Kampus Purwakarta,164,30,0,0,1,4,0,0,2,0,0,2,0,1,3,1,11,177,8,0,0,0
SYIFA F. SYIHAB,6681556,S1 - Gizi,66,28,0,0,1,3,,0,0,,0,2,,2,4,2,18,25,8,0,0,0
LULU LAELA AMALIA,5988724,S2 - Pendidikan Bahasa Inggris,56,30,0,0,1,4,,0,2,,1,2,,3,1,1,11,40,8,0,0,0
KOKOM ST KOMARIAH,6135827,S2 - Pendidikan Umum dan Karakter,241,30,0,0,0,0,,0,0,,0,1,,0,0,0,0,0,0,0,0,0
FRANSISCA SUDARGO,6671525,S3 - Pendidikan Ilmu Pengetahuan Alam,353,30,0,0,2,10,,0,10,,1,2,,8,17,5,67,367,48,0,0,0
DYAH PURWANINGSIH,6714124,Unknown,55,31,0,0,2,1,,0,0,,1,1,,4,6,3,4,2,1,0,0,0
KOKOM SITI KOMARIAH,6145229,Unknown,226,30,0,0,0,0,,0,0,,0,1,,0,0,0,0,0,0,0,0,0
ABDUL AZIS WAHAB,6722201,Unknown,67,31,0,0,0,3,,0,2,,0,1,,0,0,0,12,45,8,0,0,0
SANDI BUDI IRIAWAN,6753110,S1 - Pendidikan Guru Sekolah Dasar,65,29,0,0,0,4,,0,1,,0,1,,0,0,0,34,54,18,0,0,0
RAMADITA FETRIANGGI,6722253,S1 - Desain Komunikasi Visual,49,30,0,0,0,2,0,0,0,0,0,1,0,0,0,0,12,7,2,0,0,0
HAFIYYAN PUTRA PRATAMA,6681148,S1 - Pendidikan Sistem dan Teknologi Informasi Kampus P,42,30,0,0,0,2,,0,0,,1,1,,1,0,0,5,10,2,0,0,0
MINA HOLILAH,6146978,S1 - Pendidikan IPS,83,31,0,0,1,2,0,0,1,0,0,3,1,1,2,1,7,46,6,1,0,0
YOSEP HERNAWAN,6664961,S1 - Pendidikan Manajemen Perkantoran,36,30,0,0,0,2,,0,0,,0,1,,0,0,0,11,12,5,0,0,0
ERNALIS,6123293,S1 - PGSD Kampus Cibiru,107,30,0,0,0,1,,0,0,,1,1,,2,0,0,14,4,2,0,0,0
ELIS MEDIAWATI,6009471,S1 - Akuntansi,170,29,0,0,0,6,0,0,4,0,1,1,0,1,0,0,32,337,15,0,0,0
ASMA AZIZAH,6705531,S1 - Pendidikan Bahasa Korea,40,31,0,0,0,1,,0,0,,0,1,,0,0,0,10,2,2,0,0,0
ISTI KUMALASARI,6745723,S1 - Gizi,71,30,0,0,0,3,,0,1,,0,1,,0,0,0,18,25,8,0,0,0
MUHAMMAD TAUFIK DWI PUTRA,6745726,S1 - Teknik Komputer,31,31,0,0,1,0,0,0,0,0,0,1,0,1,1,1,4,0,0,0,0,0
USUP ROMLI,6145733,S1 - Ilmu Pendidikan Agama Islam,39,31,0,0,0,5,,0,4,,0,7,,0,0,0,11,60,8,0,0,0
YANI KUSMARNI,6115838,S1 - Pendidikan Sejarah,144,30,0,0,0,5,0,0,3,0,0,1,0,0,0,0,34,131,15,0,0,0
TATI SETIAWATI,5999497,S1 - Pendidikan Tata Boga,184,31,0,0,1,6,,0,5,,1,1,,2,1,1,57,190,26,0,0,0
AGUS SUPRIYATNA,6006300,Unknown,70,31,0,0,0,2,,0,0,,1,2,,1,0,0,36,15,6,0,0,0
MARIYA AL QIBTIYA ,6745731,S1 - Pendidikan Teknik Otomasi Industri dan Robotika,41,31,0,0,0,2,,0,1,,1,1,,2,0,0,8,18,4,0,0,0
DEDDY SURYANA,6150914,S1 - Pendidikan Bahasa Inggris,37,32,0,0,0,2,,0,0,,0,1,,0,0,0,14,10,3,0,0,0
AI SUTINI,6004075,S2 - Pendidikan Guru Sekolah Dasar Kampus Cibiru,128,31,0,0,1,6,,0,5,,0,1,,1,6,1,47,139,16,0,0,0
SILMI ATH THAHIRAH ,6745812,S1 - Pendidikan Teknik Otomasi Industri dan Robotika,41,31,0,0,0,0,,0,0,,1,1,,2,0,0,3,0,0,0,0,0
ISTIKHOROH NURZAMAN,6654231,S1 - PGSD Kampus Tasikmalaya,61,34,0,0,0,4,,0,2,,1,1,,1,0,0,14,46,8,0,0,0
SRI MASLIHAH,6655941,S1 - Psikologi,175,32,0,0,0,9,,0,7,,0,4,,0,0,0,37,580,29,0,0,0
RIDA ROSIDA,5994703,S1 - Ilmu Ekonomi dan Keuangan Islam,72,34,0,0,0,3,,0,1,,0,1,,0,0,0,19,30,5,0,0,0
TRIANNISA RAHMAWATI,6745962,S1 - Pendidikan Kimia,57,34,0,0,1,2,,0,0,,1,1,,3,6,1,4,15,3,0,0,0
RIKSMA NURAHMI RINALTI AKHLAN,6122630,S2 - Pendidikan Khusus,86,34,0,0,0,1,,0,1,,0,1,,0,0,0,9,46,3,0,0,0
REIZA MIFTAH WIRAKUSUMA,5989830,S1 - Manajemen Resort dan Leisure,137,34,0,0,1,5,,0,2,,1,1,,3,1,1,28,52,11,0,0,0
RUSWENDI PERMANA,5987789,S2 - Pendidikan Bahasa dan Budaya Sunda,134,32,0,0,0,3,,0,0,,0,1,,0,0,0,30,27,11,0,0,0
EMI EMILIA,6728899,S3 - Pendidikan Bahasa Inggris,430,32,0,0,5,15,,1,19,,1,1,,8,48,6,65,1669,35,0,0,0
EMI LINDAYANI,6658130,Profesi - Profesi Ners Kampus Sumedang,41,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,23,5
GANJAR EKA SUBAKTI,6682627,S1 - Ilmu Pendidikan Agama Islam,83,34,0,0,0,2,0,0,2,0,1,1,1,1,0,0,14,41,4,1,0,0
ISTIQOMAH,6000414,S1 - Teknik Sipil,44,34,0,0,0,0,,0,0,,1,1,,2,0,0,6,0,0,0,0,0
HENRY VIRGAN,6139988,S1 - Pendidikan Seni Musik,62,32,0,0,0,0,,0,0,,0,1,,0,0,0,4,0,0,0,0,0
DARSIHARJO,5996446,S2 - Pendidikan Geografi,115,33,0,0,1,5,,0,2,,1,1,,2,1,1,23,74,11,0,0,0
RIPAN HERMAWAN,6005860,Unknown,83,32,0,0,1,0,,0,0,,1,1,,2,1,1,0,0,0,0,0,0
