name,sinta_id,title,quartile,journal,author_order,creator,year,cited
RUSWAN DALLYONO,6682759,Exploring logical connectors in journals with different indexing levels: A comparison between international and national indexed journals,Q2 Journal,Indonesian Journal of Applied Linguistics,Author Order : 2 of 3,Creator : Kurniawan E.,2019,3 cited
VIDIA AFINA NURAINI,6792209,In silico proteolysis and molecular interaction of tilapia (Oreochromis niloticus) skin collagen-derived peptides for environmental remediation,Q1 Journal,Environmental Research,Author Order : 5 of 12,Creator : Munawaroh H.S.H.,2022,0 cited
CAHYO PUJI ASMORO,6175994,"A meteorological study of the sea and land breezes in Bangka Indonesia during the total solar eclipse on March 9, 2016",Q3 Journal,Journal of Physics: Conference Series,Author Order : 4 of 7,Creator : Ardi N.,2016,2 cited
CAHYO PUJI ASMORO,6175994,"Zenith sky brightness and celestial objects visibility during total solar eclipse on March 9, 2016 at Terentang Beach Bangka Island",Q3 Journal,Journal of Physics: Conference Series,Author Order : 2 of 11,Creator : Wijaya A.F.C.,2016,0 cited
CAHYO PUJI ASMORO,6175994,"How tropical cyclones affected temperature, pressure, and humidity in Universitas Pendidikan Indonesia",Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 7,Creator : Nugroho H.S.,2019,0 cited
CAHYO PUJI ASMORO,6175994,"Analysis of meteorological parameters wind speed, temperature, and pressure profiles during Tropical Cyclone Cempaka Dahlia 2017 using time series analysis",Q4 Journal,Journal of Physics: Conference Series,Author Order : 1 of 6,Creator : Asmoro C.,2019,1 cited
CAHYO PUJI ASMORO,6175994,Mapping Landslide Potential Area using Fault Fracture Density Analysis on Unmanned Aerial Vehicle (UAV) Image,Q4 Journal,IOP Conference Series: Earth and Environmental Science,Author Order : 3 of 5,Creator : Ardi N.,2018,5 cited
CAHYO PUJI ASMORO,6175994,"Geoelectric imaging for saline water intrusion in Geopark zone of Ciletuh Bay, Indonesia",Q4 Journal,Journal of Physics: Conference Series,Author Order : 3 of 11,Creator : Ardi N.D.,2018,2 cited
CAHYO PUJI ASMORO,6175994,"The Analysis of Total Solar Eclipse Pictures on August 21, 2017 at Wyoming, USA",Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 5,Creator : Asmoro C.,2018,1 cited
CAHYO PUJI ASMORO,6175994,"Zenith sky brightness and celestial objects visibility during total solar eclipse on March 9, 2016 at Terentang Beach Bangka Island",Q3 Journal,Journal of Physics: Conference Series,Author Order : 2 of 11,Creator : Wijaya A.F.C.,2016,0 cited
HASBULLAH,5993941,The Design of Mechatronics Simulator for Improving the Quality of Student Learning Course in Mechatronics,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 2 of 3,Creator : Kustija J.,2018,0 cited
HASBULLAH,5993941,Prototype of Arduino Based Parking Rotation System,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 2 of 2,Creator : Sodiq M.,2018,1 cited
HASBULLAH,5993941,Augmented reality of traditional food for nutrition education,no-Q Journal,MATEC Web of Conferences,Author Order : 2 of 6,Creator : Yulia C.,2018,4 cited
HASBULLAH,5993941,Economic dispatch and operating cost optimization for thermal power in 500 KV system using genetic algorithm (GA),Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 3 of 3,Creator : Azkiya N.M.,2018,3 cited
HASBULLAH,5993941,Analysis on anomalous short term load forecasting using two different approaches,no-Q Journal,Proceeding - 2017 3rd International Conference on Science in Information Technology: Theory and Appl,Author Order : 5 of 6,Creator : Abdullah A.G.,2017,3 cited
HASBULLAH,5993941,Alternative improving the quality of sub-voltage transmission system using static var compensator,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 2,Creator : Hasbullah,2017,0 cited
HASBULLAH,5993941,Entrepreneurial model based technology creative industries sector software through the use of free open source software for Universitas Pendidikan Indonesia students,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 2 of 4,Creator : Hasan B.,2016,2 cited
HASBULLAH,5993941,The voltage profile improvement using static var compensator (SVC) in power system transmission,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 3 of 3,Creator : Ramdan G.,2016,3 cited
IWA KUNTADI,6124175,Comparisonal analysis mechanical properties of material mixer blade aisi 1522 carbon steel and white cast iron due to hardening process,Q3 Journal,Journal of Engineering Science and Technology,Author Order : 1 of 4,Creator : Kuntadi I.,2021,0 cited
IWA KUNTADI,6124175,Designing an adjustable height engine stand to reduce the risk of student's Musculoskeletal Disorders (MSDs) in engine tune up practice,Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 4 of 4,Creator : Noor R.A.M.,2020,0 cited
IWA KUNTADI,6124175,"Potential and prospect analysis of labor market in education in the fields of renewable energy engineering, industrial automation and robotics, and automotive engineering",Q4 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 5,Creator : Kuntadi I.,2020,1 cited
IWA KUNTADI,6124175,An android-based e-observation application on lesson study learning in vocational high schools,Q3 Journal,Journal of Engineering Science and Technology,Author Order : 1 of 4,Creator : Kuntadi I.,2019,4 cited
IWA KUNTADI,6124175,How to record learning activity with a smartphone on lesson study program,Q4 Journal,Journal of Physics: Conference Series,Author Order : 1 of 5,Creator : Kuntadi I.,2019,0 cited
IWA KUNTADI,6124175,Automated curriculum alignment standards in K-12 schooling system,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 4 of 4,Creator : Muktiarni M.,2018,0 cited
IWA KUNTADI,6124175,Analysis of magnesiums mechanical properties through tensile test,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 3 of 4,Creator : Sumirat U.,2018,0 cited
IWA KUNTADI,6124175,Does digital curriculum mapping improve curriculum alignment?,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 4 of 4,Creator : Khoerunnisa I.,2018,1 cited
IWA KUNTADI,6124175,The 3D Digital Story-telling Media on Batik Learning in Vocational High Schools,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 3 of 5,Creator : Widiaty I.,2018,4 cited
HASBULLAH,5993941,Development of Technopreneur Training Models Using Internet of Things (IoT)-Based Smart Healthcare System for UPI Students,no-Q Journal,ISMEE 2021 - 2021 3rd International Symposium on Material and Electrical Engineering Conference: Enh,Author Order : 2 of 3,Creator : Hasan B.,2021,0 cited
HASBULLAH,5993941,Internet of things and fuzzy logic for smart street lighting prototypes,Q2 Journal,IAES International Journal of Artificial Intelligence,Author Order : 3 of 4,Creator : Eriyadi M.,2021,1 cited
HASBULLAH,5993941,Street lighting efficiency with particle swarm optimization algorithm following Indonesian standard,Q4 Journal,Journal of Physics: Conference Series,Author Order : 4 of 4,Creator : Eriyadi M.,2019,2 cited
HASBULLAH,5993941,Implementation of the Static Var Compensator (SVC) in the sub system 150 KV transmission to improvement effort voltage quality in West Java Area,Q4 Journal,Journal of Physics: Conference Series,Author Order : 1 of 4,Creator : Hasbullah H.,2019,1 cited
HASBULLAH,5993941,Training and development of Internet of Things creative industry entrepreneurship models for UPI students,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 4,Creator : Hasan B.,2019,0 cited
HASBULLAH,5993941,Design of mechatronic simulators to improve the quality of students learning outcomes in mechatronics subject,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 3,Creator : Kustija J.,2019,0 cited
HASBULLAH,5993941,Designing Edu_makugiz digipedia as a nutrition educational medium for teenagers,Q3 Journal,Journal of Engineering Science and Technology,Author Order : 4 of 5,Creator : Yulia C.,2019,0 cited
HASBULLAH,5993941,"Perceptions and acceptance levels of a web-based nutrition educational application (Digipedia Edu-Makugiz) of West Java traditional food for teenagers in Bandung, Indonesia",Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 5,Creator : Yulia C.,2019,0 cited
HASBULLAH,5993941,Optimization Placement of Static Var Compensator (Svc) on Electrical Transmission System 150 kV Based on Smart Computation,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 1 of 4,Creator : Hasbullah,2018,1 cited
HASBULLAH,5993941,Student's Entrepreneur Model Development in Creative Industry through Utilization of Web Development Software and Educational Game,Q3 Journal,IOP Conference Series: Materials Science and Engineering,Author Order : 2 of 4,Creator : Hasan B.,2018,0 cited
ARYANTI,6798533,Developing problem-based learning with scaffolding test (PBLST) in the mathematical context: An ADDIE-model,no-Q Journal,Advanced Science Letters,Author Order : 1 of 3,Creator : Aryanti A.,2017,0 cited
SANDIE GUNARA,5977160,Improving Elementary School Teachers’ Competence in Composing Thematic Songs: An Action Research,Q4 Journal,Pegem Egitim ve Ogretim Dergisi,Author Order : 2 of 6,Creator : Julia J.,2022,0 cited
PURNOMO,6655363,Raising Independent-Learning Awareness: An Action Research in Dance Practice Course in Indonesia,Q4 Journal,Pegem Egitim ve Ogretim Dergisi,Author Order : 5 of 5,Creator : Budiman A.,2022,0 cited
SANDIE GUNARA,5977160,"The authenticity of music culture of Kampung Naga and Cikondang Indigenous people, West Java, Indonesia",Q1 Journal,AlterNative,Author Order : 1 of 3,Creator : Gunara S.,2022,0 cited
SANDIE GUNARA,5977160,Establishing the identity of insan kamil generation through music learning activities in pesantren,Q1 Journal,Heliyon,Author Order : 0 of 0,Creator : Sauri S.,2022,0 cited
SANDIE GUNARA,5977160,Making media for learning musical instruments using the Scratch application,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 3,Creator : Julia J.,2021,0 cited
SANDIE GUNARA,5977160,Sirojul ummah: Music in social interaction,Q3 Journal,Harmonia: Journal of Arts Research and Education,Author Order : 2 of 2,Creator : Cipta F.,2020,1 cited
PURNOMO,6655363,Application of Analytical Hierarchy Process Method for SQM on Customer Satisfaction,Q4 Journal,Journal of Physics: Conference Series,Author Order : 3 of 7,Creator : Yusuf R.,2021,0 cited
PURNOMO,6655363,COMMUNITY NEEDS ANALYSIS: SOFTWARE NEEDS ASSESSMENT ANALYSIS (NAA) IMPLEMENTATION,Q3 Journal,Journal of Engineering Science and Technology,Author Order : 3 of 5,Creator : Hufad A.,2021,0 cited
PURNOMO,6655363,The effect of project-based collaborative learning on concept mastery of mushroom: The case of senior high school students in Indonesia,no-Q Journal,Periodico Tche Quimica,Author Order : 4 of 4,Creator : Sukmawati F.,2020,0 cited
PURNOMO,6655363,The effect of architecture of arts education tourism towards interest in learning arts for high school students,Q3 Journal,Harmonia: Journal of Arts Research and Education,Author Order : 3 of 3,Creator : Budiman A.,2020,4 cited
PURNOMO,6655363,Digital literacy of women as the cadres of community empowerment in rural areas,Q3 Journal,"International Journal of Innovation, Creativity and Change",Author Order : 2 of 4,Creator : Hufad A.,2019,1 cited
PURNOMO,6655363,"Molecular diversity of tidal swamp rice (Oryza sativa L.) in South Kalimantan, Indonesia",Q2 Journal,Diversity,Author Order : 2 of 4,Creator : Mursyidin D.H.,2018,4 cited
SANDIE GUNARA,5977160,Local knowledge system of Kampung Naga: A study to investigate the educational values of indigenous people in transmitting religious and cultural values,Q2 Journal,International Journal of Instruction,Author Order : 1 of 3,Creator : Gunara S.,2019,3 cited
SANDIE GUNARA,5977160,Developing songs for elementary school students with the support of music notation software,Q4 Journal,Universal Journal of Educational Research,Author Order : 3 of 4,Creator : Julia J.,2019,1 cited
PURNOMO,6655363,The conceptual model of community learning center (PKBM) in Indonesia and Community Cultural Learning Center (Kominkan) in Japan,no-Q Journal,International Journal of Engineering and Technology(UAE),Author Order : 3 of 3,Creator : Lutfiansyah D.Y.,2018,3 cited
PURNOMO,6655363,The conceptual model of community learning center (PKBM) in Indonesia and Community Cultural Learnin,no-Q Journal,International Journal of Engineering and Technology(UAE),Author Order : 0 of 0,Creator : Lutfiansyah D.,2018,1 cited
DIDI TEGUH CHANDRA,6148724,The Use of Concept Map as a Consolidation Phase Based STAD to Enhance Students' Comprehension about Environmental Pollution,Q4 Journal,Journal of Physics: Conference Series,Author Order : 2 of 3,Creator : Nugroho O.,2017,3 cited
DIDI TEGUH CHANDRA,6148724,The importance of training needs’ questionnaire to arrange science teacher training program,Q3 Journal,Jurnal Pendidikan IPA Indonesia,Author Order : 4 of 4,Creator : Tapilouw M.,2017,5 cited
DIDI TEGUH CHANDRA,6148724,Developing multiple-choices test items as tools for measuring the scientific-generic skills on solar system,Q4 Journal,AIP Conference Proceedings,Author Order : 3 of 4,Creator : Bhakti S.S.,2017,2 cited
DIDI TEGUH CHANDRA,6148724,Science teacher's perception about science learning experiences as a foundation for teacher training program,Q4 Journal,AIP Conference Proceedings,Author Order : 4 of 4,Creator : Tapilouw M.C.,2017,0 cited
WILDAN INSAN FAUZI,5992676,The development of interactive E-book of local history for senior high school in improving local wisdom and digital literacy,Q2 Journal,European Journal of Educational Research,Author Order : 2 of 3,Creator : Saripudin D.,2022,1 cited
WILDAN INSAN FAUZI,5992676,"Bookworm, religious nationalists, and thinker: Bung Hatta's personality from a graphological, geographical, and historical analysis",Q4 Journal,IOP Conference Series: Earth and Environmental Science,Author Order : 1 of 2,Creator : Fauzi W.I.,2021,0 cited
WILDAN INSAN FAUZI,5992676,"Literature, history, and neuroscience perspective toward urban family disorganization during indonesian revolution era 1945-1949",Q4 Journal,IOP Conference Series: Earth and Environmental Science,Author Order : 3 of 3,Creator : Gunawan R.,2020,1 cited
WILDAN INSAN FAUZI,5992676,Brain-based learning and perception of students in a suburban area about the history,Q4 Journal,IOP Conference Series: Earth and Environmental Science,Author Order : 1 of 3,Creator : Fauzi W.I.,2020,0 cited
